example_id,gold_intent,predicted_intent,customer_message,useful_evidence,evidence_1_customer,evidence_1_response,evidence_1_similarity,evidence_2_customer,evidence_2_response,evidence_2_similarity,evidence_3_customer,evidence_3_response,evidence_3_similarity,evidence_4_customer,evidence_4_response,evidence_4_similarity,evidence_5_customer,evidence_5_response,evidence_5_similarity
57,Baggage,Other / General Support,4. #مطار_الملك_خالد اربع رحلات في سير واحد .. ننتظر ساعتين علشان الشناط!!! .. الموظفون غير متعاونون ابدا https://t.co/cTc2G8jRgW,,@AmericanAir nice work letting your staff dress up for holoween!!! Love it! #ORD,@117839 We're glad you're enjoying some of our #AATeam's great costumes. Their treat is getting to serve our best customers.,0.33168578147888184,@AmericanAir this is 1 of many happy travelers that 💙 U. Thanks for being there for me on my work commute. #bestairline #epforlife #fAAmily https://t.co/MgyOpAbPED,"@213629 Aww, you just put a big smile on our faces! We're glad to be your transportation of choice to go to work. #weareyourchauffer",0.29992300271987915,@AmericanAir want to say thanks for service above and beyond to Joson Lam a flight attendants whom handled a difficult food service problem on AA193 from LAX to HGK. Thanks you!,@142985 They're truly a gem and we love having them in the fAAmily. We'll be sure to share this shout-out with them and our #AATeam!,0.29334452748298645,Thanks for following #Welcome @AmericanAir  Let´s   #Fly  #Chile  xxxx @231451,"@231451 Good morning, Francisca. Are you flying with us today?",0.28741657733917236,"@AmericanAir Kim on Gate A17 @ DFW, simply #outstanding customer service, demeanor, and charisma #kudos #recognition","@135151 Kim is AAmazing and we're happy she gave you top notch service, Alex. We know she's going to be thrilled to see your kudos! #AATeam",0.2781852185726166
153,Other / General Support,Other / General Support,"4. Muy groserita Bety Lara en tu oficina en @199555, @AmericanAir.",,Boicot absoluto a la compañia aerea de @AmericanAir por aconsejar a sus pasajeros no viajar a Catalunya hasta pasado el 13/10...alucinante.,"@182589 We're not advising our customers to stay away from BCN, we're simply offering rebooking options if they'd like.",0.47471940517425537,Le envié un dm a la cuenta de @AmericanAir y estoy impresionada por la velocidad y calidad de la respuesta. Ojalá todos los CM fueran así.,@193155 We're always here to help. Tweet us whenever you need us.,0.4672495722770691,@AmericanAir No es posible tener comunicación con gente sin capacidad de decisión y sin entrenamiento en atención al pasajero. Muy mal @AmericanAir,@181385 Please continue to work with our airport team for available options.,0.45132988691329956,Qué quilombo que es @AmericanAir !,@215540 How can we help?,0.4299030303955078,Qué quilombo que es @AmericanAir !,@215540 We want to provide the best service in every city and appreciate your feedback.,0.4299030303955078
83,Check-in & Airport,Check-in & Airport,"2. @AmericanAir WOW 1 hour 5 Minutes waiting for a gate MIAMI and still nothing connection lost, etc Fl 2703 Oct 7 POS  / MIA",,@AmericanAir thanks for the canceled flight— Miami will have to wait another 6 hours,"@222626 We do all possible to avoid cancellations and we're so sorry your flight has been affected. If you need help rebooking, please DM your info.",0.7024515867233276,@AmericanAir flight 3545 scheduled to BEGIN boarding at 1:35 NOT 1:10 while everyone is waiting for TSA to move 20 people through ONE line #LCH #AmericanAirlines #WTF,@154307 Our gate team was informed about what was happening at TSA and held the flight. We're happy you made it!,0.574739933013916,@AmericanAir do you expect us to get through TSA in one line and board flight 3545 10min early?,"@154305 We encourage customers to arrive to the airport early, saving time to clear the security checkpoint.",0.5508224964141846,Also @AmericanAir had two flights boarding next to each other at gates 45a and 45b. What’s up with that? #airplaneproblems #flying,@183485 Our gate team will make sure you get on the correct flight. Thanks for your patience.,0.5484446287155151,"Thanks @AmericanAir! Two multi-hour flights this AM, both arriving early! #winning","@176292 That's how we fly! It's always good to see you, Patrick.",0.5402913093566895
69,NON_SUPPORT,Other / General Support,3. @212477 We know this one: Adam will be flying with us! You'll have an #AAwesome trip.,,@158743 @AmericanAir Yeah I had to do it for work!,@158742 We're sorry for the interruptions to your sleep and we hope you were able to get some more #zzzs on board.,0.5498857498168945,@americanair #7879 #N829AN landing at #DFW #avgeek #aviation #aviationpreservation #boeing #787 https://t.co/ppLV1hzRNc,@212406 What a #prettybird!,0.5490626692771912,@153921 @AmericanAir We won’t get in until 8 something....,@153920 We have our dancing shoes on and we're starting to warm up just in case! We can't wait to see you tomorrow.,0.5424661040306091,@AmericanAir @British_Airways. Looking forward to my flight tonight.Thanks for the upgrade! #EP#EmeraldOneWorld. Working tomorrow w/ smile.,@211680 It's our pleasure to spoil you a little! It's going to be a great night for flying.,0.5386074781417847,@AmericanAir AA2489 thank you - fantastic trip from DFW to LAX on the 787 Dreamliner! Perfect flight and landing Captain Bill!,"@226140 Captain Bill is truly #AAmazing! Thanks for the kudos, Maris. #AATeam",0.5265181064605713
125,Other / General Support,Other / General Support,"2. @AmericanAir, you should really work on your customer service. The ways you try to scam your customers out of more money is gross",,"@AmericanAir, you should really work on your customer service. The ways you try to scam your customers out of more money is gross",@205420 Please let us know how we can help.,0.8938785195350647,@AmericanAir Worst customer service you guys scam people never go again,"@240023 What's going on, Moe? How can we help?",0.7076175808906555,Not at all happy with my interaction with @AmericanAir .  #CustomerService is an oxymoron with them.  #misleading,@196638 We're sorry this has been your experience. Please let us know if we can help in someway.,0.6845977902412415,@AmericanAir You guys really know how to take of your customers.,"@216595 We're always happy to help whenever and however we can, please have them reach out to us directly.",0.6815866827964783,@AmericanAir I am the customer,"@154765 You mentioned you weren't on that flight and the name doesn't match, but we'll forward these comments. Our apologies again.",0.648402214050293
17,Other / General Support,Other / General Support,2. @AmericanAir seriously the flight attendants on this flight won’t stop talking. Pilot legit came on at 530am and said bc it’s so early no announcements. Awesome. Attendants wouldn’t stop talking. People trying to sleep but to no avail. Can’t wait to go back to @Delta,,@AmericanAir seriously the flight attendants on this flight won’t stop talking. Pilot legit came on at 530am and said bc it’s so early no announcements. Awesome. Attendants wouldn’t stop talking. People trying to sleep but to no avail. Can’t wait to go back to @Delta,@192668 We want each day to have a great start. Feel free to speak with an attendant and they'll be happy to accommodate your request.,0.9395742416381836,"@AmericanAir in addition to the rude flight attendant, we now have 3 hrs dalay! https://t.co/VDZGzcUVpp",@137443 Our team is working to get things squared away and you on your way ASAP.,0.6175477504730225,@Delta Don't expect a lot from airlines but I expect to be treated like a paying customer with history.  @AmericanAir thanks for getting us home!,@200752 We're always happy to see you! Welcome home.,0.612045168876648,Delta customer service was way better than you @AmericanAir . Damn!! Still no resolution to my issue. I do not recommend flying them,@154368 We pride ourselves on providing great customer service and are here to help. Shoot us a DM with your record locator and a few details.,0.5980817079544067,@AmericanAir Sitting 2 hours on a runway first flight of the morning waiting for paperwork- terrible customer service!,@188503 Our apologies for the delays today. Please DM your record locator and we'll check on options.,0.5970033407211304
149,NON_SUPPORT,Other / General Support,"5. @AmericanAir Best Service by Colleen Walker, Denise Miller, Nadia Ryan, Noreen Isbrandt. Left my keys in rental - they went and got them!",,"@AmericanAir Best Service by Colleen Walker, Denise Miller, Nadia Ryan, Noreen Isbrandt. Left my keys in rental - they went and got them!",@183493 We'd love to pass along your compliment. Where did they assist you? DM your record locator and more details.,0.8651570677757263,@AmericanAir What is your customer service number?,"@190672 We're here to address your concerns, Cameron. Please share your record locator via DM so we can look into this for you.",0.5426899194717407,@AmericanAir shoutout to your employees working the admirals clubs @116147! The customer service is phenomenal! They were all great and went above and beyond!,"@235632 Way to go, LAX Club! We're so glad you had a fabulous time with our #AATeam.",0.5364157557487488,Amazing customer service by Susan Dunaway at CLT yesterday. Thank you #AATeam,@158758 We're so glad to hear of a job well done! We'll be sure to pass it along. #AATeam,0.5190925598144531,@AmericanAir Just had one of the best customer service experiences ever with Karla at the @151271 AA customer service desk!!  #Amazing,@210858 Thanks for the kudos! We'll be sure to pass on your praises. #AATeam,0.5139299631118774
94,NON_SUPPORT,Other / General Support,2. @AmericanAir Apparently doesn't give two shits about people effected by the wild fires in Sonoma County. Never flying with them again. 🤬🤬🤬,,@AmericanAir Apparently doesn't give two shits about people effected by the wild fires in Sonoma County. Never flying with them again. 🤬🤬🤬,@217637 We do have a travel alert in place for customers traveling from STS. https://t.co/kNkPUilgez,0.8900906443595886,"@AmericanAir was rude, unhelpful, and ripped us off, but @SouthwestAir overheard and hooked us up! #southwestisthebest",@195629 Great service is always what we're working to provide. Please let us know if we can help in someway.,0.5661958456039429,2 cancelled flights in one day. I will never fly @AmericanAir ever again. Worst customer service and apparently their planes don't work. https://t.co/35biA1dBDV,"@205151 We're very sorry for the extra travel time. DM your record locator, we'll be happy to assist with rebooking.",0.5603185892105103,@AmericanAir Still not even up in the air because there aren't enough people. Horrible.,@204287 We're very sorry for the wait. Updates can be seen here: https://t.co/hSJ3SkyGEd,0.5597057342529297,@AmericanAir I have flown @AmericanAir 15 times in the past 12 months and only departed on schedule 4 times.,@116569 Our crew is there to serve you and not deceive you in any way. We're also here to help so please share your flight details via DMs.,0.5469182729721069
66,Flight Disruption,Flight Disruption,5. Breaking my twitter hiatus because WHY CANT I FLY @AmericanAir WITH OUT A DELAY!?!?! 3 HOURS American! 3 hours!  #runmemycoinback,,Breaking my twitter hiatus because WHY CANT I FLY @AmericanAir WITH OUT A DELAY!?!?! 3 HOURS American! 3 hours!  #runmemycoinback,"@154762 We know you're ready to be on your way, Antoinette. What's your flight number, we'll check on an update?",0.8871614336967468,Take off delayed more.. are you kidding me! Been on this plane for 30+ minutes! @AmericanAir #notcool,"@242770 We're so sorry for the delay, Ben. The safety of our customers and crew is our top priority. We'll have you on the way as quickly as we can.",0.6249620914459229,my @AmericanAir flight has been delayed 3 times now from the original 8:45am departure time to 1:30 🙃thanks for cutting my trip short y’all!,"@186254 We're sorry for the wait, we'll get you wheels up and on your way as quickly as we can! What's your flight number?",0.6058693528175354,Going on a 3.5 hour delay with @AmericanAir due to mechanical issues. #delAAyed,"@124035 We're sorry for the wait, Victor. Your safety is our priority. We'll have you wheel's up and celebrating as soon as possible.",0.6016420722007751,@AmericanAir over a 3 hour delay and no word from you??? This is exactly why I don't fly with you as often!,@213810 We'll gladly check on an update for you. Please DM your flight number or record locator.,0.5996578335762024
61,Flight Disruption,Other / General Support,"6. Uhh @AmericanAir wtf is going on with flight 2098? The departure time keeps changing back and forth, I got like 5 notification in 1 minute...",,"So annoyed! When airlines keep delaying, giving a time, another, then another! Bad customer service @AmericanAir AA5305! Could have driven!",@176423 Our apologies for the extra wait time. We'll have you in the air soon.,0.6827687621116638,@AmericanAir Flight pushed back again.  Now 4 hours after original take off planned. @AmericanAir customer service continues to be terrible.,"@188413 Stephen, we don't see any other flight options to get you into RDU sooner. Once you arrive at the airport please work with our airport team.",0.6637371778488159,@AmericanAir My flight that I took 3 months ago took 13 hours instead of 3 hours!!! Opened a ticket on website and still heard nothing back,@199919 Please DM your Customer Relations reference number that begins with a 1- and we'll definitely take a look.,0.629693865776062,@AmericanAir Now at over 5 hours and still not even on a plane,@143990 We're so sorry for the wait. We see you're protected on the next available flight just in case.,0.6270239353179932,@AmericanAir At least I have come to expect delays and poor service from your airline so it isn’t a surprise.,@196924 That's not something we want to keep up. We hope to have you back on board to show you a better experience.,0.6249898076057434
85,Baggage,NON_SUPPORT,6. @AmericanAir Thanks for damaging my suitcase in spite of paying a total of 60 USD for 2 pieces of luggage. #Thanksgiving2017,,,,,,,,,,,,,,,,
68,Baggage,Other / General Support,8. Left my purse on an @AmericanAir flight (got it back) but $40 is missing out of my wallet so that's awesome!!!,,Now all flights out are almost double what we paid months ago. Had to book with @AmericanAir last minute. Super helpful. Would recommend.,@126473 We're excited to be your ride through the skies today and look forward to many more #AAdventures!,0.4424999952316284,3 more flights then I am never choosing American Airlines again unless only choice. Horrible customer service!! @AmericanAir,"@210458 We see that the EP desk did notate your reservation, but we're not technically suppose to make name changes to 3rd party tickets, Blake.",0.410332590341568,@AmericanAir @3894 all you beautiful airlines out there: PLEASE CUT YOUR PLASTIC BUDGET! give each person only 1 or ban it totally!,@170374 We're working on our carbon footprint. Check out the following with some great information. https://t.co/pLPtpavkpL,0.40643733739852905,2 cancelled flights in one day. I will never fly @AmericanAir ever again. Worst customer service and apparently their planes don't work. https://t.co/35biA1dBDV,"@205151 We're very sorry for the extra travel time. DM your record locator, we'll be happy to assist with rebooking.",0.4055402874946594,"@AmericanAir Still on the ground at 8:26am.  About to taxi.  So now I'm 3 hours in, $700 poorer, and still haven't left my city.",@192034 We see that you're wheels up now. Thanks for your patience with the wait.,0.40389665961265564
126,Flight Disruption,Flight Disruption,2. @AmericanAir seriously we land over an hour late only to taxi and sit waiting for traffic to clear to reach our gate,,@AmericanAir seriously we land over an hour late only to taxi and sit waiting for traffic to clear to reach our gate,@179750 We'll have you at your gate and on your way as quickly as possible!,0.9011280536651611,@AmericanAir Thank you. We’ve landed. We are taxiing. Will run like crazy. (Assuming we get to gate soon),@201239 We're thrilled to see you made it! Our attendants are going to take great care of you so feel free to kick back and relax.,0.7416248917579651,@AmericanAir Well we made it. Delayed 3hr 40min. Now to hopefully find an uber/taxi at 3am.,"@158115 We're glad you've made it to your destination. When you get a chance, please meet us in DM with your record locator.",0.7050241231918335,Is it sad that I am excited when taxi from landing to gate on @AmericanAir @122128 is less than 30 minutes?,"@175756 We know your time is very valuable, Mark. Our team works hard to get you to the gate as quickly as possible! Glad you're excited.",0.688772439956665,Thanks @AmericanAir. On time departure. Sat on an active taxiway for 45min. Just what I wanted to do tonight,"@165057 We'll get you in the air and on your way just as fast as we can, John. Thank you for being patient.",0.6735961437225342
133,Check-in & Airport,Check-in & Airport,3. @AmericanAir I have a 5:00 AM flight from PHX tomorrow. At what time does the check in counter open? And the Security Checkpoint?,,@AmericanAir I have a 5:00 AM flight from PHX tomorrow. At what time does the check in counter open? And the Security Checkpoint?,@194194 We have a 24 hour counter in Terminal 4 and the TSA line opens at 3:00am.,0.994787871837616,@AmericanAir do you expect us to get through TSA in one line and board flight 3545 10min early?,"@154305 We encourage customers to arrive to the airport early, saving time to clear the security checkpoint.",0.5394055843353271,"Hey @AmericanAir, less than 2 hours until my flight leaves MCO, very long line of people waiting to check bags, no one at the counter. Might want to work on that...",@206083 We're sorry for the wait. Our team will be with you shortly.,0.5382575988769531,"@AmericanAir ""It's time to check in for your flight!"" 
Please check in with an agent at the airport
We’re unable to check you in online.",@174232 We can take a peek at the reservation for you. Please share the 6 letter record locator via DM.,0.5271715521812439,"@AmericanAir Thanks, I already went through customs and won’t be able to get back to check-in. I guess next option would be to check at the gate desk when it opens?","@145576 That's correct, Henry. They'll help you there.",0.524012565612793
10,Onboard Services,Other / General Support,2. Rarely travel on @AmericanAir &amp; now remember why. Strike 1) No blanket/pillow in coach (@Delta ✔️) Strike 2) No individual screens (@delta ✔️) Strike 3) No charging jacks (@Delta✔️).  SD-MIA is gonna be a long flight! 😭✈️,,Why I won't fly @AmericanAir unless I have to: full flights and nasty employees.,"@184757 We're sensing you're upset with us, Amanda. We'd love to take you on a perfect travel adventure if you change your mind.",0.5320912599563599,@AmericanAir please consider lie flat service LAX MIA route.,@242543 We appreciate your feedback and we'll pass your comments to our team.,0.530423104763031,PSA: never fly @AmericanAir . Their customer service will just lie to you. This road warrior will spend on @Delta .,@178563 We'd rather keep you flying with us and our offer still stands if you'd like our assistance. Please meet us in DMs with more info.,0.5253132581710815,@AmericanAir should be a lot friendlier to the people who book the flights for their company. Happy to switch to @Delta @JetBlue,"@209821 Katie, we thank you for booking with us and apologize for any rudeness you experienced. We expect our team to be professional and friendly.",0.5223745107650757,Delta customer service was way better than you @AmericanAir . Damn!! Still no resolution to my issue. I do not recommend flying them,@154368 We pride ourselves on providing great customer service and are here to help. Shoot us a DM with your record locator and a few details.,0.5122662782669067
19,NON_SUPPORT,Flight Disruption,5. @AmericanAir is my go-to airline every time.  Mr. Dawood in Chi helped me so much during a 5 hr delay - above and beyond!  EP for life!,,@AmericanAir AA 860 and AA 4620 ... half the flights on our trip were troublesome...,"@188446 That sure isn't the record we want to have with you. If you're still needing assistance, please DM your locator and details.",0.6957868337631226,@AmericanAir Ahhh. Now I remember why I haven’t flown @AmericanAir in over a year.... another delayed flight (AA 19 now - AA1036 this morning)   I’ll be back on @116450 in a few weeks.,@229780 We prefer on-time departures as well. We're sorry for the delays today.,0.6941652297973633,"My @AmericanAir flight was just delayed, but David Johnson was EXTREMELY helpful. #patience",@212501 We'd love to recognize our David! Please DM your record locator and where he helped you. #AATeam,0.6933783292770386,"@AmericanAir Just wanted to say everything went smoothly flying with @AmericanAir today, made each flight in plenty of time. Thanks!",@173879 We're so glad everything went smoothly for you today. Looking forward to seeing you again soon.,0.6915623545646667,@AmericanAir worst airline ever. Would never recommend it to a friend or family. They have so many delays and they would do nothing to improve themselves. Been on the flight a few times and almost every time they would delay from 30-60min #worstairline #AmericanAirlines,@146221 We do all possible to avoid delays and we're so sorry your travel has been affected. We'd love another chance to impress you.,0.6853523254394531
56,NON_SUPPORT,Other / General Support,2. @8911 @AmericanAir  https://t.co/ERzSy3cBwR,,@AmericanAir Thank you,@182366 We're happy to help!,0.7203447818756104,@AmericanAir And what is your contact information directly ?,@216595 She can contact us on Twitter just like you did with her own account.,0.7126421928405762,@AmericanAir Awesome thank you.,@116949 You bet!,0.709848940372467,@AmericanAir Thank you!,@198055 You bet.,0.7057642340660095,@AmericanAir Thank you!,@173882 Anytime!,0.7057642340660095
76,Seats & Upgrades,Other / General Support,Nickel and diming America,,@AmericanAir you guys ruined my day,@174855 This isn't what we intended. Is there anything we can do to help?,0.30136001110076904,if i got a dollar for everytime i got shitty service on @AmericanAir i’d be a millionaire.,@206834 What's going on and how can we help?,0.2947137951850891,@AmericanAir Please can you respond ASAP thx,"@211404 We see you're on standby. Please work with our airport team, we'll do all possible to assist you.",0.25481706857681274,@AmericanAir You guys are totally making my morning right now lol,"@215594 Anything for you, Jose!",0.24804997444152832,@AmericanAir Why are the people on your platinum desk being extra unhelpful today?,"@189314 We want you to always get the help you need, Tom. What are you trying to do?",0.24594248831272125
151,Booking & Payment,NON_SUPPORT,"7. @AmericanAir your ""basic economy"" roll out is bullshit ... thanks for making domestic travel even worse",,,,,,,,,,,,,,,,
105,NON_SUPPORT,Other / General Support,"3. You SUCK, @AmericanAir",,"@AmericanAir  U really suck, wow...and still waiting....🕸💀🕸 https://t.co/EJK7fkS0Db","@158399 The weather hasn't been playing nice, and this caused an Air Traffic back up. We're working hard to have you wheels up ASAP.",0.6352094411849976,@AmericanAir ...and still have yet to hear back from anyone at @AmericanAir,"@163604 We know you're ready to hear back. We sent it over to Refunds yesterday, and it can take a few days to get processed.",0.6281087398529053,@AmericanAir you guys are the best!,"@204496 We think you're the best too, Brad! We hope to see you on board soon.",0.624712347984314,@AmericanAir 10-5-17,@183493 Thanks! We'll pass this along and hope that you have an awesome day.,0.607339084148407,@AmericanAir Love this and @americanair!! You guys are the best.,"@246154 Awe, thanks Nik! We love being here for our customers and want them to AAlways count on us.",0.6047643423080444
136,NON_SUPPORT,Other / General Support,3. The 425 from PHL then 119 to OGG - thx @AmericanAir great day to fly to HI #happylittleAussie,,"Greatest flight and 10 mins early. Thank you @AmericanAir and hello, Boston!","@159662 We love hearing this, and love you being on board even more! Have a wonderful flight.",0.5132545232772827,Flight 1683 April Gumbs ! And Sade Earle RT @AmericanAir: @207062 We're here to clarify any one of your concerns. Please provide the record,@207062 We show you're travelling with a minor in the same record. We see you purchased Basic Economy tickets which all bag fees would still apply.,0.4829925000667572,@AmericanAir Just have to say the Flight Attenants on Flight 1361 from BDL to ORD we’re awesome! Gate agents at BDL also! They need a shout out for awesome customer service! Treated this NonRev very well!!,@116566 Thanks for your kind words! We hope you have a fantastic evening.,0.47968798875808716,"@JetBlue  shoutout to Jacob on Flight 259 (BWI-FLL).  Best service I've had in 2 years.

@180552 still flyin @AmericanAir ??",@180551 Way to go Jacob! DM your record locator and we'll pass this on to our #AATeam!,0.47859400510787964,@AmericanAir Flight 254 from Maui to LAX.  First class (seating and service).,@120197 Do you have a description of the crewmember?,0.4679410457611084
138,Baggage,Other / General Support,5. As soon as we land I'm filing multiple complaints on @AmericanAir will never fly with them again,,@AmericanAir I have flown @AmericanAir 15 times in the past 12 months and only departed on schedule 4 times.,@116569 Our crew is there to serve you and not deceive you in any way. We're also here to help so please share your flight details via DMs.,0.6489487290382385,I’ve flew with @AmericanAir at least 10 times and something always goes wrong... it never fails 🙃,"@180292 What's going on, how can we help?",0.5826948285102844,2 cancelled flights in one day. I will never fly @AmericanAir ever again. Worst customer service and apparently their planes don't work. https://t.co/35biA1dBDV,"@205151 We're very sorry for the extra travel time. DM your record locator, we'll be happy to assist with rebooking.",0.5672342777252197,"Well, in 25+ years of flying I just experienced THE worst customer service with @AmericanAir. Unbelievably poor customer service.","@189232 Wow, Brian, that's not what we had planned for you. DM your record locator and details if we can assist.",0.5641006231307983,Never flyin @AmericanAir again! They're completely unprofessional! Glad I have footage of not only me being mistreated but another passenger,@189789 We'd like to hear more information. Please meet us in DM with your record locator and let us know what happened.,0.5638493299484253
165,NON_SUPPORT,Flight Disruption,"2. My @AmericanAir flight was just delayed, but David Johnson was EXTREMELY helpful. #patience",,"My @AmericanAir flight was just delayed, but David Johnson was EXTREMELY helpful. #patience",@212501 We'd love to recognize our David! Please DM your record locator and where he helped you. #AATeam,0.8434433937072754,@AmericanAir on 87 for 2 hrs @ gate w/o exiting the aircraft... This is in addition to the 4 hr flight we have yet to take. Good job by you,"@189619 We're so sorry for the delay, Kevin. We'll have you #wheelsup shortly.",0.6704570055007935,"@AmericanAir Just wanted to say everything went smoothly flying with @AmericanAir today, made each flight in plenty of time. Thanks!",@173879 We're so glad everything went smoothly for you today. Looking forward to seeing you again soon.,0.6654423475265503,"@AmericanAir Yeah, I literally haven’t boarded the first flight yet",@242771 Please DM your record locator and we'll be happy to take a peek.,0.6612722873687744,@AmericanAir flight delayed 2 hours. Wow I love flying with y’all but this was not expected. I would be home right now,"@214341 We know that delays are no fun, and we really appreciate your patience tonight.",0.6568517684936523
77,NON_SUPPORT,Other / General Support,"2. @AmericanAir I gave you a second chance after April’s Mexico fiasco... shouldn’t have bothered. Never again... you suck, literally",,"@AmericanAir  U really suck, wow...and still waiting....🕸💀🕸 https://t.co/EJK7fkS0Db","@158399 The weather hasn't been playing nice, and this caused an Air Traffic back up. We're working hard to have you wheels up ASAP.",0.5764960646629333,@AmericanAir @AmericanAir 1/2 RIDICULOUS!! SO. UPSET. You can apologize all you want but ACTION actually means something,@192300 We're unable to hold flights because of the domino effect it can have. We're sorry the connection was missed but our gate agents will help.,0.571443498134613,@AmericanAir you guys ruined my day,@174855 This isn't what we intended. Is there anything we can do to help?,0.5146945118904114,Feeling really frustrated with @AmericanAir !! Should have been home hours ago!! #AA5318,@202443 We know you're ready to get to Memphis. We're working hard to get you there ASAP.,0.50569748878479,"@AmericanAir was rude, unhelpful, and ripped us off, but @SouthwestAir overheard and hooked us up! #southwestisthebest",@195629 Great service is always what we're working to provide. Please let us know if we can help in someway.,0.5047709345817566
80,NON_SUPPORT,Other / General Support,3. Off to #StThomas - on @AmericanAir via @150414  from @133384 - can’t wait to hug my daughter #VISTRONG ✈️❤️🇻🇮 https://t.co/r4H6w6yORo,,"Looking down @83248 @AmericanAir! Visited spring 2017-beautiful! 
@83249
@3554
@35980
@18010
@18011 https://t.co/2wArWFoHn3","@195196 Gorgeous shots, Chris! What a great #AmericanView.",0.5395054817199707,goodnight all! early flight to #Miami in the morning @AmericanAir  heading @143443 #allureoftheseas 4 two days #TTTRiseTour at sea!,"@214994 We can't wait to have you on board, Marcus! Good night.",0.4962835907936096,Fighting sleep on @AmericanAir #flightnumber67   15 months old TODAY! https://t.co/2kA3B1w5pw,"@200314 Aww, what a cutie! He refuses on missing the travel #AAdventure and we can't blame him for that.",0.48142552375793457,@158068 But still no response from #AmericanAir,@158067 We've got your DMs and are taking a look right now. We'll respond to you there shortly.,0.47922682762145996,@AmericanAir You guys and gals are definitely welcome 😃💖,@135984 Thanks so much for taking the time to send us your very kind words!,0.47384941577911377
198,Seats & Upgrades,Booking & Payment,3. @AmericanAir you have the worst planes and highest prices in the us. Stop putting seats in back against a wall. Never flying you again!,,"Checking in for a basic economy flight (cheapest of all cheapest fares) and @AmericanAir just asked me to pay $9 to reserve a *middle seat* in the *back of the plane*. I will try my luck with random assignment, thank you.","@232885 You definitely don't have to pay for the seat. Once you check in for the flight, you'll have a seat at no extra charge.",0.6060725450515747,@americanair I should have listened to all the complaints before booking a flight with this airline. I will never fly with you guys again!!!,@169311 The safety of our customers and crew is our top priority. We're so sorry your vacation has been affected.,0.6058328151702881,@AmericanAir shaming your basic economy passengers as they board isn’t right. Will not be flying with you again after witnessing that. 👎🏼😞,"@207594 We'd rather keep you flying with us and always want all our customers to receive nothing short of top notch service, McKenzie.",0.5967893600463867,@AmericanAir might be my new favorite airline after my flight to Miami.  I will confirm after I make it home....,@168373 We're looking forward to seeing you on board!,0.5751233100891113,IM NEVER FLYING @AmericanAir again as long as I live! Such a horrible experience!! My flight was canceled and they did nothing to help me !!,"@199466 We do all we can to avoid cancellations, Katherine. Did you need rebooking assistance?",0.5622193813323975
39,Refund & Compensation,Other / General Support,6. @AmericanAir how can you completely change my flight times and days without even asking me?,,"@AmericanAir Thanks to your helpful phone agent Gwen, I got a flight changed this morning and saved money. Great service!",@232891 Sounds like Gwen was your gem this morning. Way to go #AATeam. Please meet us in DMs with your record locator so we can let her know.,0.6645774245262146,"Really @AmericanAir, you can just move a flight up 6 hours?!","@143785 We're so sorry, Marissa. Schedule changes can occur based on operation needs. Please contact Reservations at 800-433-7300 for rebooking.",0.6365106701850891,Thank God for @AmericanAir customer service they legit eased my anxiety by rearranging my flights to fit my schedule perfectly. Thanks again,@205837 We're happy to help! Glad to hear everything was dissolved.,0.6201961040496826,@AmericanAir Been disconnected from customer service 4 times.  Getting varying information from reps. Just need help with a flight change?,"@167217 So sorry to hear that's happened, Caitlin. Have you tried seeing if you can make the change on our website? If not, please try again.",0.6019673347473145,@AmericanAir my flight got canceled! I need to be rebooked ASAP! Help!,"@219103 Please give us a call or send a DM our way with your record locator code, Matt.",0.5839072465896606
25,Onboard Services,Other / General Support,2. Why would @AmericanAir waste money on reconfiguring narrow body planes that have IFE to not have IFE? Seems like an active approach to reduce passenger experience for no apparent reason besides consistency...,,This is why people HATE airlines. @AmericanAir used to be a quality airline. This is a ripoff.  Expensive and you get NOTHING. https://t.co/EIGYnMwtcp,@202442 Basic Economy fares give customers more options but regular Main Cabin fares are always still available: https://t.co/MKvFFVWJdz,0.47478824853897095,"Wow @AmericanAir can’t even respond to me on twitter, I don’t know how they think they’re capable of operating flights at all","@223473 We've responded to your DM, Sam. Please take a look when you get a chance.",0.47317034006118774,@AmericanAir Jesus your planes are tight in coach. Just rude to do this to people. BTW I didn't have a choice of airlines.,"@161184 We always want you comfy on board, we do offer Main Cabin Extra seats which allow more legroom: https://t.co/N9kHMrvr7b",0.46749842166900635,@AmericanAir Passengers missing international connections. Poor coordination and no help from the flight attendants. Get your shit together.,"@204572 Our apologies for this experience, Camille. If rebooking is needed, then please work with our airport team.",0.463814914226532,"@AmericanAir Except for people who want to fly cheaply with more luggage than fits in a backpack, apparently.","@225911 We offer a variety of fares to choose from. If you're planning for a carry on bag, the regular economy fare might be a better fit for you.",0.4543828070163727
